,symbol,date,expiry,put_option_type,strike,put_open,put_high,put_low,put_close,put_ltp,put_settle_price,put_no_of_contracts,put_turnover_in_lacs_option,put_premium_turnover_in_lacs,put_open_interest,put_change_in_oi,call_option_type,call_open,call_high,call_low,call_close,call_ltp,call_settle_price,call_no_of_contracts,call_turnover_in_lacs_option,call_premium_turnover_in_lacs,call_open_interest,call_change_in_oi,forward_open,forward_close,open_ul,high_ul,low_ul,close_ul,moneyness_open,moneyness_close,f_minus_k,otm_option_type,open_option,high_option,low_option,close_option,ltp_option,settle_price_option,days_to_expiry,rf_rate,implied_volatility,d1,d2,delta,gamma,theta,vega,rho,vanna,charm,volga
339149,NIFTY,2023-01-05,2023-01-25,PE,19750,1697.3,1697.3,1697.3,1697.3,1697.3,1697.3,1,0.85,0.85,4.0,1.0,CE,5.65,5.65,4.25,4.25,4.25,4.25,23,0.05,0.05,79.0,6.0,18120.0,18062.9,18101.95,18120.3,17892.6,17992.15,-0.086137,-0.089293,-1687.0999999999983,CE,5.65,5.65,4.25,4.25,4.25,4.25,20,0.0716232071377823,0.176550606765249,-2.139971699593368,-2.181299070701323,0.016115157797996,5.39212e-05,-0.7541,1.7019,15.717256773127456,0.0049731373,-0.8,44.9981
339150,NIFTY,2023-01-05,2023-01-25,PE,19850,1677.9,1677.9,1677.9,1677.9,1677.9,1677.9,1,0.84,0.84,3.0,1.0,CE,3.35,5.7,3.35,3.8,3.8,3.8,174,0.42,0.42,96.0,-31.0,18120.0,18062.9,18101.95,18120.3,17892.6,17992.15,-0.091188,-0.094344,-1787.0999999999983,CE,3.35,5.7,3.35,3.8,3.8,3.8,20,0.0716232071377823,0.1822368383398296,-2.1902834642826745,-2.2329418815240536,0.0141960200656176,4.68472e-05,-0.6981,1.5263,13.842079558619178,0.0044230046,-0.7345,40.9613
339151,NIFTY,2023-01-05,2023-01-25,PE,20000,1859.5,2015.0,1835.05,1925.7,1918.15,1925.7,201,194.78,194.78,7495.0,23.0,CE,4.75,5.25,4.25,4.45,4.25,4.45,14961,35.38,35.38,25074.0,-1329.0,18120.0,18062.9,18101.95,18120.3,17892.6,17992.15,-0.098716,-0.101872,-1937.0999999999983,CE,4.75,5.25,4.25,4.45,4.25,4.45,20,0.0716232071377823,0.1988630520005145,-2.165155848491568,-2.211706167973696,0.015128387201433,4.53452e-05,-0.8046,1.6121,14.729462810109652,0.0042404746,-0.7684,38.8204
339152,NIFTY,2023-01-05,2023-01-25,PE,20500,2396.1,2439.6,2328.3,2431.55,2411.35,2431.55,29,35.15,35.15,1462.0,-12.0,CE,3.6,4.4,3.05,3.8,3.9,3.8,1657,3.18,3.18,4797.0,199.0,18120.0,18062.9,18101.95,18120.3,17892.6,17992.15,-0.123409,-0.126565,-2437.0999999999985,CE,3.6,4.4,3.05,3.8,3.9,3.8,20,0.0716232071377823,0.2345764451772777,-2.2774862895242203,-2.332396482021698,0.0113340327395801,2.99526e-05,-0.7395,1.2561,11.009769123997012,0.0029538817,-0.6315,28.4449
339153,NIFTY,2023-01-05,2023-01-25,PE,20700,2600.0,2671.0,2600.0,2671.0,2671.0,2671.0,4,5.24,5.24,41.0,3.0,CE,2.7,5.0,2.3,3.05,2.6,3.05,266,0.41,0.41,263.0,60.0,18120.0,18062.9,18101.95,18120.3,17892.6,17992.15,-0.133117,-0.136274,-2637.0999999999985,CE,2.7,5.0,2.3,3.05,2.6,3.05,20,0.0716232071377823,0.2433250861406057,-2.3640446254564327,-2.42100271990342,0.0090029156055662,2.36206e-05,-0.6275,1.0275,8.743417490006877,0.002417919,-0.5362,24.1687
339154,NIFTY,2023-01-05,2023-01-25,PE,20750,2671.4,2688.75,2671.4,2678.45,2688.75,2678.45,20,26.78,26.78,340.0,-12.0,CE,2.65,3.6,2.45,3.25,3.6,3.25,296,0.44,0.44,1221.0,13.0,18120.0,18062.9,18101.95,18120.3,17892.6,17992.15,-0.13553,-0.138686,-2687.0999999999985,CE,2.65,3.6,2.45,3.25,3.6,3.25,20,0.0716232071377823,0.2489837551605666,-2.3504011729161225,-2.408683861590509,0.0093398665542847,2.38382e-05,-0.6631,1.0611,9.066016086703916,0.00242778,-0.5509,24.1272
339155,NIFTY,2023-01-05,2023-02-02,PE,17900,193.95,257.8,190.0,220.75,214.85,220.75,131,14.57,14.57,94.0,38.0,CE,441.25,480.2,348.65,396.5,392.0,396.5,126,24.7,24.7,105.0,97.0,18142.95,18095.7,18101.95,18120.3,17892.6,17992.15,0.013481,0.010874,195.7000000000008,PE,193.95,257.8,190.0,220.75,214.85,220.75,28,0.0748092180004439,0.1559435643849764,0.2733487109316386,0.2301570365802288,-0.3900477502749658,0.0004888968,-5.3638,19.1514,-558.3841964462805,-0.0056396143,-0.544,7.7264
339156,NIFTY,2023-01-05,2023-02-02,PE,18000,236.0,312.75,208.35,253.6,253.85,253.6,330,42.71,42.71,336.0,36.0,CE,365.5,412.0,295.1,344.3,352.65,344.3,446,75.72,75.72,426.0,219.0,18142.95,18095.7,18101.95,18120.3,17892.6,17992.15,0.00791,0.005303,95.70000000000071,PE,236.0,312.75,208.35,253.6,253.85,253.6,28,0.0748092180004439,0.1506915435157891,0.147915980376749,0.1061789577511952,-0.438679809687469,0.0005194813,-5.3219,19.6641,-628.4133610970307,-0.0027644983,-0.2387,2.0495
339157,NIFTY,2023-01-05,2023-02-02,PE,18100,287.05,354.3,235.35,288.65,286.7,288.65,50,7.38,7.38,32.0,9.0,CE,330.0,353.0,237.15,284.35,282.25,284.35,113,16.72,16.72,134.0,6.0,18142.95,18095.7,18101.95,18120.3,17892.6,17992.15,0.00237,-0.000238,-4.299999999999272,CE,330.0,353.0,237.15,284.35,282.25,284.35,28,0.0748092180004439,0.1440951935974523,0.0140016938040711,-0.0259083384054023,0.5026925449131812,0.0005491838,-5.1444,19.8785,676.0062002968915,0.0007131243,-0.0294,-0.05
339158,NIFTY,2023-01-05,2023-02-02,PE,18200,323.8,400.0,323.8,346.45,346.45,346.45,16,2.75,2.75,29.0,-6.0,CE,278.05,294.0,200.05,235.8,241.95,235.8,297,35.11,35.11,240.0,-25.0,18142.95,18095.7,18101.95,18120.3,17892.6,17992.15,-0.00314,-0.005747,-104.29999999999929,CE,278.05,294.0,200.05,235.8,241.95,235.8,28,0.0748092180004439,0.1427780559539659,-0.1255610691750957,-0.1651062938954124,0.4474644042528013,0.0005499521,-5.0579,19.7243,603.0651027890401,0.0045508912,-0.39,2.8639
339159,NIFTY,2023-01-05,2023-02-02,PE,18300,425.0,441.0,425.0,441.0,441.0,441.0,7,1.53,1.53,14.0,-6.0,CE,223.5,231.75,157.8,178.25,184.45,178.25,134,12.61,12.61,132.0,-1.0,18142.95,18095.7,18101.95,18120.3,17892.6,17992.15,-0.008619,-0.011227,-204.29999999999927,CE,223.5,231.75,157.8,178.25,184.45,178.25,28,0.0748092180004439,0.1338775681359205,-0.2842296980066669,-0.3213097554536701,0.3858962350643644,0.0005677529,-4.5909,19.0934,522.0131032671665,0.0091430536,-0.7689,13.0247
339160,NIFTY,2023-01-05,2023-02-02,PE,18400,487.85,487.85,471.3,476.2,471.3,476.2,3,0.72,0.72,5.0,2.0,CE,180.0,190.5,132.0,152.6,148.85,152.6,78,6.18,6.18,55.0,7.0,18142.95,18095.7,18101.95,18120.3,17892.6,17992.15,-0.014069,-0.016676,-304.2999999999993,CE,180.0,190.5,132.0,152.6,148.85,152.6,28,0.0748092180004439,0.1387436783755672,-0.4147509108699285,-0.453178734412043,0.3372213236164566,0.0005234115,-4.5456,18.242,456.4094060868301,0.0118883274,-1.0498,24.7125
339161,NIFTY,2023-01-05,2023-02-02,PE,18500,500.0,526.0,500.0,526.0,526.0,526.0,5,1.3,1.3,13.0,4.0,CE,143.95,163.1,104.0,119.3,117.9,119.3,587,35.96,35.96,850.0,300.0,18142.95,18095.7,18101.95,18120.3,17892.6,17992.15,-0.019489,-0.022096,-404.2999999999993,CE,143.95,163.1,104.0,119.3,117.9,119.3,28,0.0748092180004439,0.1366972230546389,-0.5646880217306007,-0.6025490387350755,0.2845055800166128,0.0004936371,-4.1615,16.9505,385.7891554542464,0.0149076144,-1.3069,42.1915
339162,NIFTY,2023-01-05,2023-02-09,PE,18000,252.0,295.0,252.0,291.85,295.0,291.85,7,0.99,0.99,6.0,-5.0,CE,433.45,437.65,380.0,380.0,380.0,380.0,5,1.06,1.06,4.0,3.0,18181.45,18088.15,18101.95,18120.3,17892.6,17992.15,0.01003,0.004885,88.15000000000146,PE,252.0,295.0,252.0,291.85,295.0,291.85,35,0.055495393313304,0.150585567092535,0.1280806344151752,0.0814500413772419,-0.4466593580627673,0.0004666289,-4.7678,22.0454,-802.7073741336352,-0.0021288483,-0.1424,1.5272
339163,NIFTY,2023-01-05,2023-02-23,PE,16300,31.95,39.25,28.9,32.85,32.65,32.85,634,10.96,10.96,1002.0,67.0,CE,1861.0,1861.0,1861.0,1861.0,1861.0,1861.0,1,0.93,0.93,1.0,1.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.109413,0.106395,1829.8499999999983,PE,31.95,39.25,28.9,32.85,32.65,32.85,49,0.0567925064191475,0.1903343129633656,1.5605054225672936,1.490767549680935,-0.0588696951135448,9.2671e-05,-1.5232,7.7831,-147.69321296962127,-0.0091769794,-0.6472,95.1285
339164,NIFTY,2023-01-05,2023-02-23,PE,16500,40.0,52.3,36.65,43.45,43.5,43.45,2805,63.21,63.21,6141.0,611.0,CE,1699.0,1716.1,1564.6,1625.95,1625.95,1625.95,19,15.62,15.62,673.0,3.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.097217,0.094199,1629.8499999999983,PE,40.0,52.3,36.65,43.45,43.5,43.45,49,0.0567925064191475,0.1848223112337376,1.424906757776779,1.3571884643870726,-0.0765065475320596,0.0001168454,-1.8109,9.5292,-192.0401144264132,-0.010534108,-0.7208,99.708
339165,NIFTY,2023-01-05,2023-02-23,PE,16700,56.1,69.0,50.0,58.45,57.7,58.45,969,28.43,28.43,1910.0,419.0,CE,1484.45,1484.45,1484.45,1484.45,1484.45,1484.45,1,0.74,0.74,1.0,1.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.085169,0.082151,1429.8499999999983,PE,56.1,69.0,50.0,58.45,57.7,58.45,49,0.0567925064191475,0.1802817043396246,1.276710490163227,1.2106558603635398,-0.1000862444489771,0.0001463368,-2.1579,11.6412,-251.442965496981,-0.0117684756,-0.7845,99.8064
339166,NIFTY,2023-01-05,2023-02-23,PE,16800,65.05,79.45,56.95,67.55,66.35,67.55,7735,260.71,260.71,12622.0,3609.0,CE,1394.25,1394.25,1394.25,1394.25,1394.25,1394.25,1,0.7,0.7,1.0,1.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.079199,0.076181,1329.8499999999983,PE,65.05,79.45,56.95,67.55,66.35,67.55,49,0.0567925064191475,0.1779539392054659,1.2009877863582938,1.13578604212878,-0.1140054473658662,0.0001628315,-2.3395,12.7861,-286.5428347880903,-0.0122851599,-0.8078,98.0088
339167,NIFTY,2023-01-05,2023-02-23,PE,17000,84.95,109.0,76.05,92.15,91.0,92.15,14197,669.39,669.39,24710.0,2262.0,CE,1265.5,1265.5,1121.9,1198.85,1210.1,1198.85,219,132.95,132.95,744.0,96.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.067364,0.064346,1129.8499999999983,PE,84.95,109.0,76.05,92.15,91.0,92.15,49,0.0567925064191475,0.1748152554056715,1.0366263135891438,0.9725745728900111,-0.1488160828135284,0.000199218,-2.7623,15.3674,-374.56764431902445,-0.0128705573,-0.8295,88.6269
339168,NIFTY,2023-01-05,2023-02-23,PE,17050,90.0,111.1,90.0,91.05,91.0,91.05,14,0.64,0.64,48.0,7.0,CE,1177.5,1177.5,1087.2,1097.6,1097.6,1097.6,7,3.89,3.89,7.0,7.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.064428,0.06141,1079.8499999999983,PE,90.0,111.1,90.0,91.05,91.0,91.05,49,0.0567925064191475,0.1687599361356818,1.0240667507122887,0.96223365928854,-0.1517405521526951,0.0002090541,-2.7013,15.5675,-381.5383063931082,-0.0133624176,-0.8313,90.899
339169,NIFTY,2023-01-05,2023-02-23,PE,17100,97.5,122.0,90.65,102.95,99.35,102.95,1272,64.8,64.8,1441.0,461.0,CE,1106.85,1113.45,1046.25,1113.0,1113.45,1113.0,9,4.9,4.9,13.0,9.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.061499,0.058481,1029.8499999999983,PE,97.5,122.0,90.65,102.95,99.35,102.95,49,0.0567925064191475,0.1707556414459778,0.9660209289111052,0.903456617556062,-0.1657483263556785,0.0002188956,-2.8958,16.4932,-417.23012679171353,-0.0131368164,-0.8261,84.299
339170,NIFTY,2023-01-05,2023-02-23,PE,17150,109.35,125.65,96.65,125.65,125.65,125.65,25,1.35,1.35,45.0,6.0,CE,1102.4,1111.9,1006.95,1022.5,1022.5,1022.5,8,4.26,4.26,17.0,8.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.05858,0.055562,979.8499999999984,PE,109.35,125.65,96.65,125.65,125.65,125.65,49,0.0567925064191475,0.1783465379588806,0.8829455771841231,0.8175999860489479,-0.1872001325248623,0.0002263091,-3.2659,17.8098,-472.4889357677595,-0.0122910409,-0.8058,72.0889
339171,NIFTY,2023-01-05,2023-02-23,PE,17200,111.2,141.45,98.7,117.85,118.35,117.85,1391,85.26,85.26,3009.0,376.0,CE,1088.1,1100.65,999.9,999.9,999.9,999.9,12,6.26,6.26,49.0,10.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.055668,0.05265,929.8499999999984,PE,111.2,141.45,98.7,117.85,118.35,117.85,49,0.0567925064191475,0.1682191518490339,0.8850465687344604,0.8234116189135263,-0.1866373589463141,0.0002394885,-3.0748,17.7767,-470.0720942601767,-0.0130992799,-0.8101,77.0122
339172,NIFTY,2023-01-05,2023-02-23,PE,17250,124.85,147.9,106.95,130.6,129.9,130.6,82,5.27,5.27,81.0,33.0,CE,1040.55,1044.3,942.4,969.8,969.8,969.8,10,4.98,4.98,23.0,10.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.052766,0.049748,879.8499999999985,PE,124.85,147.9,106.95,130.6,129.9,130.6,49,0.0567925064191475,0.1694436159419769,0.8323422364859523,0.7702586470059989,-0.2010690489677125,0.0002487652,-3.2405,18.5997,-506.91365599526,-0.0127283489,-0.7919,70.3752
339173,NIFTY,2023-01-05,2023-02-23,PE,17300,130.05,161.0,115.0,138.2,136.15,138.2,726,50.59,50.59,1996.0,209.0,CE,1011.45,1025.05,948.25,948.25,948.25,948.25,17,8.5,8.5,31.0,13.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.049871,0.046853,829.8499999999985,PE,130.05,161.0,115.0,138.2,136.15,138.2,49,0.0567925064191475,0.1674940532440815,0.7941489097835485,0.7327796337318626,-0.2119323834496583,0.0002596001,-3.3043,19.1865,-534.3656950922842,-0.0126364221,-0.7763,66.661
339174,NIFTY,2023-01-05,2023-02-23,PE,17350,138.1,164.25,131.05,149.45,147.15,149.45,62,4.54,4.54,67.0,24.0,CE,961.2,971.8,852.35,862.4,862.4,862.4,20,9.06,9.06,36.0,20.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.046985,0.043967,779.8499999999985,PE,138.1,164.25,131.05,149.45,147.15,149.45,49,0.0567925064191475,0.1671929840240701,0.7483569951177846,0.6870980298485755,-0.2253973850857769,0.0002694166,-3.4169,19.8762,-568.6501413893071,-0.012296707,-0.7529,61.1285
339175,NIFTY,2023-01-05,2023-02-23,PE,17400,148.05,185.55,133.2,159.15,156.85,159.15,930,74.41,74.41,1510.0,321.0,CE,966.6,966.6,813.65,870.0,870.0,870.0,36,15.7,15.7,47.0,26.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.044108,0.04109,729.8499999999985,PE,148.05,185.55,133.2,159.15,156.85,159.15,49,0.0567925064191475,0.1657930176960567,0.7067884119532584,0.6460423897908812,-0.238027285255208,0.0002800341,-3.4924,20.4866,-600.6925229087094,-0.0120176022,-0.7286,56.4226
339176,NIFTY,2023-01-05,2023-02-23,PE,17450,164.4,190.15,163.0,168.45,168.3,168.45,27,2.28,2.28,49.0,5.0,CE,881.35,891.25,881.35,891.25,891.25,891.25,2,0.89,0.89,41.0,2.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.041238,0.03822,679.8499999999985,PE,164.4,190.15,163.0,168.45,168.3,168.45,49,0.0567925064191475,0.1639270811145092,0.6663716290057736,0.6063092799347692,-0.2506683464996411,0.000291191,-3.5502,21.063,-632.7080148012765,-0.0117278377,-0.7018,51.9135
339177,NIFTY,2023-01-05,2023-02-23,PE,17500,170.05,213.9,152.2,185.25,180.65,185.25,11052,1025.4,1025.4,19000.0,1889.0,CE,845.1,895.0,739.95,803.55,810.0,803.55,752,297.21,297.21,1978.0,91.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.038377,0.035359,629.8499999999985,PE,170.05,213.9,152.2,185.25,180.65,185.25,49,0.0567925064191475,0.1652471363233584,0.6142729838601497,0.5537269708563293,-0.2674704344077437,0.0002986639,-3.7002,21.7775,-675.8536281899148,-0.0109856107,-0.6609,44.8261
339178,NIFTY,2023-01-05,2023-02-23,PE,17550,190.0,212.75,177.5,199.05,197.0,199.05,38,3.6,3.6,85.0,21.0,CE,761.9,761.9,761.9,761.9,761.9,761.9,1,0.38,0.38,30.0,1.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.035524,0.032506,579.8499999999985,PE,190.0,212.75,177.5,199.05,197.0,199.05,49,0.0567925064191475,0.1648159651530295,0.5684761806756089,0.5080881473854855,-0.2826922978952044,0.0003076659,-3.7919,22.3754,-714.7573150083931,-0.0103839904,-0.6214,39.2123
339179,NIFTY,2023-01-05,2023-02-23,PE,17600,190.0,245.0,177.05,211.85,208.7,211.85,1901,204.19,204.19,1369.0,312.0,CE,785.4,823.75,671.0,727.6,733.85,727.6,101,37.15,37.15,173.0,55.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.032679,0.029661,529.8499999999985,PE,190.0,245.0,177.05,211.85,208.7,211.85,49,0.0567925064191475,0.1636053093495933,0.5247777948319664,0.4648333418885217,-0.2975912682963875,0.0003174352,-3.855,22.9163,-752.7385140630782,-0.0098016286,-0.5804,34.168
339180,NIFTY,2023-01-05,2023-02-23,PE,17700,226.0,279.8,203.1,241.35,240.95,241.35,1564,188.65,188.65,2010.0,411.0,CE,706.0,729.05,608.0,662.3,662.3,662.3,96,31.97,31.97,198.0,57.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.027013,0.023995,429.84999999999854,PE,226.0,279.8,203.1,241.35,240.95,241.35,49,0.0567925064191475,0.1618857932877604,0.4341981062728695,0.3748836784188539,-0.3295501355961778,0.0003350472,-3.9838,23.9335,-834.4750614982734,-0.0083435021,-0.4843,24.0648
339181,NIFTY,2023-01-05,2023-02-23,PE,17750,241.2,299.45,241.2,250.2,250.2,250.2,16,2.14,2.14,31.0,7.0,CE,661.55,661.55,661.55,661.55,661.55,661.55,1,0.33,0.33,11.0,1.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.024192,0.021174,379.84999999999854,PE,241.2,299.45,241.2,250.2,250.2,250.2,49,0.0567925064191475,0.1581463386739783,0.3943960818665716,0.3364517780141617,-0.3440114819936817,0.000348672,-3.9565,24.3314,-870.8653158639171,-0.00779266,-0.4395,20.4157
339182,NIFTY,2023-01-05,2023-02-23,PE,17800,255.0,316.6,236.05,275.2,273.0,275.2,7982,1104.07,1104.07,13263.0,5195.0,CE,633.05,665.0,531.55,597.45,599.0,597.45,477,138.55,138.55,445.0,164.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.021379,0.018361,329.84999999999854,PE,255.0,316.6,236.05,275.2,273.0,275.2,49,0.0567925064191475,0.1606814478779068,0.3413154389491215,0.2824422793341112,-0.3636499275038639,0.0003499375,-4.0992,24.8112,-922.0209384627688,-0.0065654735,-0.3723,14.8857
339183,NIFTY,2023-01-05,2023-02-23,PE,17850,275.4,295.0,268.4,295.0,295.0,295.0,4,0.57,0.57,37.0,-2.0,CE,605.75,605.75,492.15,543.95,543.95,543.95,7,1.95,1.95,42.0,-5.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.018574,0.015556,279.84999999999854,PE,275.4,295.0,268.4,295.0,295.0,295.0,49,0.0567925064191475,0.1607033436771481,0.2936377820234813,0.2347565998588821,-0.381596861322366,0.0003552263,-4.1623,25.1896,-968.3599222846536,-0.0055394762,-0.3099,10.805
339184,NIFTY,2023-01-05,2023-02-23,PE,17900,291.45,356.65,264.55,309.75,308.0,309.75,3064,483.28,483.28,2464.0,1434.0,CE,569.95,604.05,450.0,529.05,535.95,529.05,1078,278.97,278.97,807.0,509.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.015777,0.012759,229.8499999999985,PE,291.45,356.65,264.55,309.75,308.0,309.75,49,0.0567925064191475,0.1584065415775646,0.2488529900302155,0.1908133486806804,-0.3986859716206647,0.0003647813,-4.1529,25.4975,-1011.9402958702632,-0.0046236729,-0.2501,7.6432
339185,NIFTY,2023-01-05,2023-02-23,PE,17950,290.2,363.2,290.2,334.3,325.65,334.3,62,10.48,10.48,46.0,37.0,CE,532.05,549.55,460.0,488.4,488.4,488.4,22,5.32,5.32,15.0,14.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.012988,0.00997,179.84999999999854,PE,290.2,363.2,290.2,334.3,325.65,334.3,49,0.0567925064191475,0.1595537626156824,0.1997677887244211,0.1413078093197913,-0.4176347970520176,0.0003661679,-4.2293,25.7798,-1061.3458397498648,-0.003437101,-0.1805,4.561
339186,NIFTY,2023-01-05,2023-02-23,PE,18000,320.65,395.5,297.3,346.7,344.0,346.7,13588,2369.48,2369.48,23603.0,45.0,CE,512.0,548.8,425.0,473.55,475.1,473.55,6195,1475.68,1475.68,5058.0,1334.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.010206,0.007188,129.84999999999854,PE,320.65,395.5,297.3,346.7,344.0,346.7,49,0.0567925064191475,0.1556763807267872,0.1545378755938189,0.0974985562955552,-0.4352616205747563,0.0003783071,-4.1597,25.9872,-1105.9134462089855,-0.0024501263,-0.1173,2.5152
339187,NIFTY,2023-01-05,2023-02-23,PE,18050,310.85,400.0,310.85,400.0,400.0,400.0,23,4.07,4.07,49.0,-1.0,CE,477.6,497.7,407.0,442.55,445.0,442.55,42,9.58,9.58,37.0,27.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.007432,0.004414,79.84999999999854,PE,310.85,400.0,310.85,400.0,400.0,400.0,49,0.0567925064191475,0.1671220061493503,0.102702925058864,0.0414699658519769,-0.4556124203156522,0.0003547554,-4.4954,26.161,-1162.6001560652817,-0.0009772564,-0.035,0.6667
339188,NIFTY,2023-01-05,2023-02-23,PE,18100,392.1,442.65,336.0,389.5,391.8,389.5,1854,364.69,364.69,1931.0,442.0,CE,452.2,486.2,377.15,419.35,420.0,419.35,1879,392.02,392.02,1004.0,204.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.004666,0.001648,29.849999999998545,PE,392.1,442.65,336.0,389.5,391.8,389.5,49,0.0567925064191475,0.1538005821388442,0.0574174261446938,0.0010653933448532,-0.473482618545234,0.0003868826,-4.1521,26.256,-1204.678926621013,-2.73801e-05,0.0253,0.0104
339189,NIFTY,2023-01-05,2023-02-23,PE,18150,388.2,466.6,366.0,438.85,438.85,438.85,83,17.79,17.79,94.0,35.0,CE,423.65,455.15,375.0,375.0,375.0,375.0,62,13.27,13.27,67.0,46.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,0.001907,-0.001111,-20.15000000000145,CE,423.65,455.15,375.0,375.0,375.0,375.0,49,0.0567925064191475,0.1462888194881036,0.0060757171233382,-0.0475240302859501,0.4986078314153235,0.0004074121,-3.9558,26.2988,1163.2067677069592,0.0012861542,-0.0418,-0.0519
339190,NIFTY,2023-01-05,2023-02-23,PE,18200,410.35,491.95,374.85,436.55,431.9,436.55,1441,309.51,309.51,3160.0,207.0,CE,395.0,432.35,329.0,364.55,364.4,364.55,2124,385.51,385.51,2621.0,618.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.000844,-0.003862,-70.15000000000146,CE,395.0,432.35,329.0,364.55,364.4,364.55,49,0.0567925064191475,0.1512004641375916,-0.0420094849119589,-0.0974088429374103,0.4795752173697669,0.0003938372,-4.0851,26.2761,1118.2877444668788,0.002548361,-0.1163,0.7111
339191,NIFTY,2023-01-05,2023-02-23,PE,18250,432.65,518.0,403.9,469.35,469.0,469.35,55,12.02,12.02,93.0,14.0,CE,371.2,395.25,308.1,338.35,336.2,338.35,93,15.87,15.87,116.0,21.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.003587,-0.006605,-120.15000000000146,CE,371.2,395.25,308.1,338.35,336.2,338.35,49,0.0567925064191475,0.1497581034119664,-0.0929440512182483,-0.1478149329675419,0.4594576203583004,0.0003962661,-4.0322,26.186,1072.8380177436406,0.0038909088,-0.1909,2.4023
339192,NIFTY,2023-01-05,2023-02-23,PE,18300,459.45,547.0,420.0,483.0,479.35,483.0,521,128.12,128.12,1873.0,23.0,CE,344.6,375.0,283.05,316.05,310.7,316.05,1639,262.07,262.07,2610.0,211.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.006323,-0.009341,-170.15000000000146,CE,344.6,375.0,283.05,316.05,310.7,316.05,49,0.0567925064191475,0.1494112323473487,-0.1432649722901486,-0.1980087616101496,0.4396754743557153,0.0003948325,-3.999,26.0308,1027.685952792612,0.005193297,-0.264,4.9423
339193,NIFTY,2023-01-05,2023-02-23,PE,18350,484.95,561.5,472.75,538.05,538.05,538.05,21,5.18,5.18,57.0,11.0,CE,322.9,350.0,296.1,296.1,296.1,296.1,13,2.06,2.06,32.0,3.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.009052,-0.01207,-220.15000000000143,CE,322.9,350.0,296.1,296.1,296.1,296.1,49,0.0567925064191475,0.1496274068793115,-0.192748370752423,-0.2475713657174628,0.420360856064545,0.000390998,-3.9717,25.8153,983.3449033534404,0.0064301446,-0.3345,8.233
339194,NIFTY,2023-01-05,2023-02-23,PE,18400,511.95,603.0,474.5,538.75,533.2,538.75,351,95.34,95.34,686.0,-65.0,CE,294.15,323.5,241.0,268.5,271.15,268.5,1385,194.68,194.68,1506.0,74.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.011773,-0.014791,-270.15000000000146,CE,294.15,323.5,241.0,268.5,271.15,268.5,49,0.0567925064191475,0.1464219703030949,-0.2488759717643055,-0.3025245051989091,0.3986771503120082,0.0003946362,-3.8387,25.4973,934.2833587001472,0.0079305497,-0.4098,13.1109
339195,NIFTY,2023-01-05,2023-02-23,PE,18450,530.85,579.95,507.75,561.25,550.0,561.25,21,5.71,5.71,40.0,18.0,CE,281.0,281.0,254.7,254.7,254.7,254.7,3,0.4,0.4,18.0,1.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.014487,-0.017505,-320.15000000000146,CE,281.0,281.0,254.7,254.7,254.7,254.7,49,0.0567925064191475,0.1482628266222022,-0.2950705807822278,-0.3493935979816619,0.3810536491516649,0.0003848704,-3.8384,25.179,893.2431198211956,0.0089325469,-0.4716,17.5084
