,symbol,date,expiry,put_option_type,strike,put_open,put_high,put_low,put_close,put_ltp,put_settle_price,put_no_of_contracts,put_turnover_in_lacs_option,put_premium_turnover_in_lacs,put_open_interest,put_change_in_oi,call_option_type,call_open,call_high,call_low,call_close,call_ltp,call_settle_price,call_no_of_contracts,call_turnover_in_lacs_option,call_premium_turnover_in_lacs,call_open_interest,call_change_in_oi,forward_open,forward_close,open_ul,high_ul,low_ul,close_ul,moneyness_open,moneyness_close,f_minus_k,otm_option_type,open_option,high_option,low_option,close_option,ltp_option,settle_price_option,days_to_expiry,rf_rate,implied_volatility,d1,d2,delta,gamma,theta,vega,rho,vanna,charm,volga
339196,NIFTY,2023-01-05,2023-02-23,PE,18500,568.95,663.15,519.0,593.1,600.25,593.1,2355,722.3,722.3,6300.0,403.0,CE,257.95,277.6,203.15,227.55,227.05,227.55,7455,871.38,871.38,10998.0,506.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.017193,-0.020211,-370.1500000000015,CE,257.95,277.6,203.15,227.55,227.05,227.55,49,0.0567925064191475,0.1443814696330397,-0.3556031762027726,-0.4085040768320384,0.3583264887094096,0.0003875097,-3.6651,24.688,841.575777376629,0.0105153759,-0.5451,24.8391
339197,NIFTY,2023-01-05,2023-02-23,PE,18550,595.1,613.5,589.5,605.4,605.4,605.4,5,1.5,1.5,25.0,4.0,CE,241.4,241.4,188.0,206.55,207.55,206.55,36,3.75,3.75,39.0,23.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.019892,-0.02291,-420.1500000000015,CE,241.4,241.4,188.0,206.55,207.55,206.55,49,0.0567925064191475,0.1425004028190426,-0.4126855588111304,-0.4648972426810905,0.3373367512423167,0.0003841093,-3.5389,24.1525,793.3127368815015,0.0118619909,-0.6104,32.5179
339198,NIFTY,2023-01-05,2023-02-23,PE,18600,638.2,725.95,578.0,654.0,656.15,654.0,56,18.42,18.42,849.0,1.0,CE,214.95,233.7,170.05,191.25,195.45,191.25,2495,240.36,240.36,1626.0,209.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.022584,-0.025602,-470.1500000000015,CE,214.95,233.7,170.05,191.25,195.45,191.25,49,0.0567925064191475,0.1425972497120352,-0.4638901414135851,-0.51613730966998,0.318922407319466,0.0003753299,-3.4627,23.6165,750.5412070463277,0.0128683903,-0.6653,39.6538
339199,NIFTY,2023-01-05,2023-02-23,PE,18700,703.75,785.0,643.05,716.65,716.1,716.65,96,34.87,34.87,679.0,2.0,CE,179.65,195.15,140.0,156.5,155.5,156.5,2411,189.6,189.6,2346.0,455.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.027946,-0.030964,-570.1500000000015,CE,179.65,195.15,140.0,156.5,155.5,156.5,49,0.0567925064191475,0.1396953732771747,-0.5793590928428028,-0.6305430230167128,0.2790378789727702,0.0003607315,-3.1939,22.2361,658.1375154648994,0.0151093102,-0.7703,58.1485
339200,NIFTY,2023-01-05,2023-02-23,PE,18750,722.1,722.1,722.1,722.1,722.1,722.1,1,0.36,0.36,11.0,1.0,CE,165.6,177.65,128.45,140.3,139.4,140.3,125,9.09,9.09,74.0,29.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.030616,-0.033634,-620.1500000000015,CE,165.6,177.65,128.45,140.3,139.4,140.3,49,0.0567925064191475,0.1380790629500373,-0.6395165189047585,-0.6901082382345811,0.2592592865901864,0.0003518164,-3.0433,21.4356,612.1688042509219,0.0161279482,-0.8147,68.5136
339201,NIFTY,2023-01-05,2023-02-23,PE,18800,755.85,846.0,700.6,791.1,789.95,791.1,63,24.26,24.26,718.0,25.0,CE,149.05,161.2,113.1,126.6,126.9,126.6,3600,230.09,230.09,2909.0,195.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.033279,-0.036297,-670.1500000000015,CE,149.05,161.2,113.1,126.6,126.9,126.6,49,0.0567925064191475,0.1371350137009555,-0.6972678604585852,-0.747513683215657,0.2409733384578207,0.0003408251,-2.9081,20.6239,569.502999712446,0.0169237472,-0.8507,78.3866
339202,NIFTY,2023-01-05,2023-02-23,PE,18900,821.5,931.55,775.2,864.15,859.8,864.15,50,21.38,21.38,246.0,17.0,CE,121.4,132.45,90.9,101.55,101.5,101.55,2163,111.95,111.95,1389.0,335.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.038584,-0.041602,-770.1500000000015,CE,121.4,132.45,90.9,101.55,101.5,101.55,49,0.0567925064191475,0.1350225195448013,-0.816190864774519,-0.8656626765472265,0.2056217973524571,0.0003163665,-2.6169,18.849,486.8219653840584,0.0181921891,-0.9032,98.6331
339203,NIFTY,2023-01-05,2023-02-23,PE,19000,907.05,1031.0,845.0,942.4,937.95,942.4,1370,657.09,657.09,2923.0,-133.0,CE,102.0,107.95,72.75,82.5,82.0,82.5,10204,437.29,437.29,15320.0,779.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.043861,-0.046879,-870.1500000000015,CE,102.0,107.95,72.75,82.5,82.0,82.5,49,0.0567925064191475,0.1342700536410051,-0.9283071099704756,-0.977503220684697,0.1752826462204096,0.0002885004,-2.3598,17.093,415.5402755286493,0.0187331336,-0.9269,115.5175
339204,NIFTY,2023-01-05,2023-02-23,PE,19200,1000.3,1000.3,1000.25,1000.3,1000.3,1000.3,10,5.0,5.0,82.0,3.0,CE,59.65,65.35,44.0,48.0,47.3,48.0,4366,112.45,112.45,3916.0,563.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.054332,-0.057351,-1070.1500000000017,CE,59.65,65.35,44.0,48.0,47.3,48.0,49,0.0567925064191475,0.1291716377572974,-1.1881016400154931,-1.235429707741122,0.1165050318023418,0.0002278054,-1.7245,12.9844,277.11710360832853,0.0186951044,-0.8928,147.546
339205,NIFTY,2023-01-05,2023-02-23,PE,19300,1219.15,1219.15,1219.15,1219.15,1219.15,1219.15,1,0.61,0.61,26.0,1.0,CE,40.05,51.65,34.5,38.4,37.8,38.4,1804,37.3,37.3,1196.0,-180.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.059527,-0.062545,-1170.1500000000017,CE,40.05,51.65,34.5,38.4,37.8,38.4,49,0.0567925064191475,0.1293560823634405,-1.2959453899982705,-1.343341037627373,0.096756638701447,0.0001989633,-1.5105,11.3567,230.3372830933748,0.0177543633,-0.8499,152.8402
339206,NIFTY,2023-01-05,2023-02-23,PE,19500,1393.95,1450.2,1370.0,1374.0,1390.0,1374.0,20,14.08,14.08,870.0,-4.0,CE,31.3,32.7,22.8,26.1,25.85,26.1,5752,79.52,79.52,8711.0,242.0,18184.65,18129.85,18101.95,18120.3,17892.6,17992.15,-0.069837,-0.072855,-1370.1500000000017,CE,31.3,32.7,22.8,26.1,25.85,26.1,49,0.0567925064191475,0.132043060206691,-1.4816902941104937,-1.530070441677435,0.0686856856646451,0.0001505952,-1.1913,8.7744,163.66838398105634,0.0153062351,-0.7488,150.6509
339207,NIFTY,2023-01-05,2023-03-29,PE,13000,5.7,6.4,5.3,5.8,5.8,5.8,219,0.65,0.65,8617.0,-8.0,CE,4995.05,5050.0,4982.15,5050.0,5050.0,5050.0,7,17.54,17.54,10904.0,5.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,0.340048,0.336849,5206.849999999999,PE,5.7,6.4,5.3,5.8,5.8,5.8,83,0.0521657350800946,0.294366684625413,2.469866492214044,2.3294942392047475,-0.006678480131955,7.3045e-06,-0.2908,1.6208,-28.96896694242837,-0.0014773415,-0.0953,31.6798
339208,NIFTY,2023-01-05,2023-03-29,PE,14000,15.5,15.5,13.0,13.45,13.05,13.45,145,1.04,1.04,2010.0,61.0,CE,4037.65,4095.0,4037.65,4093.25,4095.0,4093.25,7,14.27,14.27,324.0,6.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,0.26594,0.262741,4206.849999999999,PE,15.5,15.5,13.0,13.45,13.05,13.45,83,0.0521657350800946,0.2644529276160314,2.1465184297400484,2.0204109073768945,-0.0157281364351631,1.71501e-05,-0.5511,3.4188,-68.17549024540148,-0.0030083942,-0.1741,56.0656
339209,NIFTY,2023-01-05,2023-03-29,PE,15000,24.55,26.45,19.55,21.15,20.3,21.15,1854,22.11,22.11,6474.0,675.0,CE,3260.0,3260.0,3042.65,3129.5,3114.55,3129.5,60,94.13,94.13,2483.0,34.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,0.196947,0.193748,3206.8499999999985,PE,24.55,26.45,19.55,21.15,20.3,21.15,83,0.0521657350800946,0.2190201011633053,1.90728969554628,1.8028473565847905,-0.0279085101713512,3.36294e-05,-0.7413,5.5521,-120.35581972385384,-0.0052638688,-0.252,87.1664
339210,NIFTY,2023-01-05,2023-03-29,PE,16000,47.6,56.05,44.7,50.6,49.4,50.6,2488,65.22,65.22,13899.0,1016.0,CE,2300.0,2300.0,2114.1,2194.95,2200.0,2194.95,74,80.73,80.73,559.0,25.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,0.132409,0.129209,2206.8499999999985,PE,47.6,56.05,44.7,50.6,49.4,50.6,83,0.0521657350800946,0.1880574004767914,1.4856606329805433,1.395983225927531,-0.0678745089277488,8.00858e-05,-1.3015,11.3527,-292.52513531524824,-0.0097065167,-0.3978,125.2018
339211,NIFTY,2023-01-05,2023-03-29,PE,17000,135.0,163.5,126.0,145.2,142.0,145.2,4885,360.34,360.34,30337.0,549.0,CE,1360.0,1420.0,1252.05,1321.55,1315.65,1321.55,325,215.19,215.19,5782.0,-33.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,0.071784,0.068585,1206.8499999999983,PE,135.0,163.5,126.0,145.2,142.0,145.2,83,0.0521657350800946,0.165264722130726,0.9096732758833544,0.8308648284601483,-0.1793571552572502,0.0001816604,-2.2799,22.6306,-775.5894835387427,-0.013104426,-0.4668,103.4977
339212,NIFTY,2023-01-05,2023-03-29,PE,17500,233.25,276.3,215.75,246.9,243.4,246.9,1758,218.55,218.55,4011.0,619.0,CE,979.45,995.0,873.1,940.5,936.0,940.5,48,22.35,22.35,68.0,20.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,0.042797,0.039597,706.8499999999985,PE,233.25,276.3,215.75,246.9,243.4,246.9,83,0.0521657350800946,0.1560908875230807,0.5691932102062103,0.4947594148746582,-0.2812562877848727,0.0002474012,-2.7698,29.1095,-1220.5967790228324,-0.0106273081,-0.3501,52.5183
339213,NIFTY,2023-01-05,2023-03-29,PE,17800,318.8,373.4,296.8,331.55,335.35,331.55,314,53.23,53.23,494.0,56.0,CE,598.25,714.1,598.25,714.1,714.1,714.1,2,0.66,0.66,1.0,1.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,0.025799,0.022599,406.84999999999854,PE,318.8,373.4,296.8,331.55,335.35,331.55,83,0.0521657350800946,0.1499622996412201,0.3517817619959425,0.2802704566528108,-0.3582262611324115,0.0002846274,-2.9413,32.1746,-1558.5166601085689,-0.006925984,-0.2097,21.1535
339214,NIFTY,2023-01-05,2023-03-29,PE,17900,350.4,413.1,330.0,370.85,372.0,370.85,330,60.88,60.88,353.0,199.0,CE,644.0,675.0,644.0,656.5,648.35,656.5,10,3.28,3.28,8.0,8.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,0.020197,0.016997,306.84999999999854,PE,350.4,413.1,330.0,370.85,372.0,370.85,83,0.0521657350800946,0.1497669726418893,0.2737043431133598,0.202286181771916,-0.3875315133959843,0.0002920434,-3.0101,32.97,-1688.7954334665803,-0.0051290992,-0.1487,12.1885
339215,NIFTY,2023-01-05,2023-03-29,PE,18000,382.0,451.95,360.05,406.4,400.0,406.4,4199,872.97,872.97,27069.0,541.0,CE,655.65,685.0,565.85,608.6,613.0,608.6,3702,1137.42,1137.42,9937.0,-213.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,0.014626,0.011426,206.8499999999985,PE,382.0,451.95,360.05,406.4,400.0,406.4,83,0.0521657350800946,0.1475293437491126,0.1975914365868874,0.1272403151840068,-0.4167097774378937,0.0003018384,-3.0188,33.5666,-1817.6697733333167,-0.0033344691,-0.0864,5.7203
339216,NIFTY,2023-01-05,2023-03-29,PE,18100,424.0,489.35,399.1,447.05,447.95,447.05,89,19.74,19.74,124.0,2.0,CE,600.0,612.45,518.35,552.0,555.0,552.0,32,8.67,8.67,50.0,10.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,0.009086,0.005886,106.84999999999854,PE,424.0,489.35,399.1,447.05,447.95,447.05,83,0.0521657350800946,0.1459705285167573,0.1193628076325075,0.0497550258044479,-0.4471580341782722,0.0003088673,-3.0241,33.9854,-1952.9761845459973,-0.0013342472,-0.0195,1.3827
339217,NIFTY,2023-01-05,2023-03-29,PE,18200,461.35,535.0,441.05,487.3,481.8,487.3,68,16.36,16.36,187.0,20.0,CE,528.05,543.05,463.15,494.15,493.15,494.15,190,46.43,46.43,228.0,99.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,0.003576,0.000376,6.849999999998545,PE,461.35,535.0,441.05,487.3,481.8,487.3,83,0.0521657350800946,0.1434106201273077,0.0396960737443605,-0.0286909853358728,-0.4784582819442161,0.0003163788,-2.99,34.2014,-2091.7190798775496,0.0007880981,0.0498,-0.2716
339218,NIFTY,2023-01-05,2023-03-29,PE,18300,485.7,565.35,485.7,535.0,535.0,535.0,24,6.24,6.24,87.0,-1.0,CE,450.9,499.0,409.75,443.65,443.9,443.65,224,48.25,48.25,213.0,162.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,-0.001903,-0.005103,-93.15000000000146,CE,450.9,499.0,409.75,443.65,443.9,443.65,83,0.0521657350800946,0.1423218902215497,-0.0412586602794551,-0.1091265455612529,0.4778427557059499,0.0003187789,-2.9671,34.1992,1877.473959896063,0.0030202812,-0.0696,1.0819
339219,NIFTY,2023-01-05,2023-03-29,PE,18400,542.15,636.6,542.15,631.2,631.2,631.2,24,7.29,7.29,108.0,-20.0,CE,421.3,425.0,361.0,391.6,389.05,391.6,99,19.24,19.24,145.0,47.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,-0.007353,-0.010553,-193.15000000000143,CE,421.3,425.0,361.0,391.6,389.05,391.6,83,0.0521657350800946,0.1398176580094129,-0.124937932174359,-0.1916116445553633,0.4449764481551769,0.0003222399,-2.8947,33.9622,1753.2382200553184,0.005360788,-0.1416,5.815
339220,NIFTY,2023-01-05,2023-03-29,PE,18500,600.4,693.9,566.9,627.9,628.0,627.9,498,159.33,159.33,928.0,128.0,CE,371.35,400.0,318.0,343.95,345.0,343.95,2236,396.35,396.35,1856.0,724.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,-0.012773,-0.015973,-293.15000000000146,CE,371.35,400.0,318.0,343.95,345.0,343.95,83,0.0521657350800946,0.1376499407920779,-0.2105199183909988,-0.2761599290469877,0.4117179310609067,0.0003226496,-2.8092,33.4782,1626.3651416802895,0.0077360502,-0.2127,14.1397
339221,NIFTY,2023-01-05,2023-03-29,PE,19000,900.55,1010.0,845.0,937.0,940.0,937.0,806,378.62,378.62,11304.0,99.0,CE,185.0,195.0,151.0,165.3,163.7,165.3,5081,424.42,424.42,16740.0,116.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,-0.039441,-0.042641,-793.1500000000015,CE,185.0,195.0,151.0,165.3,163.7,165.3,83,0.0521657350800946,0.1296976116429963,-0.6585274259378056,-0.7203752739013737,0.2520914373439307,0.0002818585,-2.1787,27.5561,1006.1181070208104,0.0176285834,-0.4896,100.7903
339222,NIFTY,2023-01-05,2023-03-29,PE,19500,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1,0.65,0.65,1.0,1.0,CE,77.65,82.15,63.15,68.85,66.65,68.85,1835,64.79,64.79,2564.0,388.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,-0.065417,-0.068617,-1293.1500000000017,CE,77.65,82.15,63.15,68.85,66.65,68.85,83,0.0521657350800946,0.1250627713586019,-1.1207386822108238,-1.1803763514855683,0.1296524158278542,0.0001937554,-1.3925,18.2657,521.125442382511,0.019856461,-0.5393,193.2118
339223,NIFTY,2023-01-05,2023-03-29,PE,20000,1719.85,1860.0,1654.7,1765.85,1765.75,1765.85,200,176.52,176.52,2660.0,19.0,CE,35.95,35.95,27.05,29.45,28.85,29.45,2131,32.8,32.8,12254.0,-395.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,-0.090735,-0.093934,-1793.1500000000017,CE,35.95,35.95,27.05,29.45,28.85,29.45,83,0.0521657350800946,0.1267076480384036,-1.5244263861981888,-1.584848434472072,0.0629499359987412,0.0001121256,-0.8272,10.7093,253.9305177319285,0.0154283684,-0.4266,204.1991
339224,NIFTY,2023-01-05,2023-03-29,PE,21000,2678.4,2832.0,2629.8,2725.0,2730.0,2725.0,55,75.15,75.15,1805.0,5.0,CE,12.75,12.75,11.0,12.35,12.05,12.35,368,2.22,2.22,5965.0,-50.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,-0.139525,-0.142725,-2793.150000000001,CE,12.75,12.75,11.0,12.35,12.05,12.35,83,0.0521657350800946,0.1509310445659569,-1.94703505078033,-2.01900831365731,0.0254614354717136,4.52021e-05,-0.4732,5.1427,102.60671577446811,0.0079236355,-0.2616,133.9447
339225,NIFTY,2023-01-05,2023-03-29,PE,22000,3649.9,3785.0,3615.0,3712.25,3710.0,3712.25,40,74.13,74.13,4089.0,1.0,CE,6.6,8.55,6.6,7.45,7.5,7.45,251,0.97,0.97,2983.0,24.0,18265.2,18206.85,18101.95,18120.3,17892.6,17992.15,-0.186045,-0.189245,-3793.1500000000015,CE,6.6,8.55,6.6,7.45,7.5,7.45,83,0.0521657350800946,0.1777270041267898,-2.190565967830421,-2.275317202575673,0.0140736672576638,2.31942e-05,-0.3367,3.1073,56.5735315460537,0.0045819316,-0.1783,87.143
339226,NIFTY,2023-01-05,2023-06-29,PE,17000,263.75,290.0,245.95,269.65,265.95,269.65,679,92.17,92.17,7793.0,116.0,CE,1584.95,1635.55,1485.5,1535.0,1555.0,1535.0,53,40.38,40.38,330.0,-3.0,18384.8,18327.8,18101.95,18120.3,17892.6,17992.15,0.078311,0.075206,1327.7999999999993,PE,263.75,290.0,245.95,269.65,265.95,269.65,175,0.0385512607162457,0.156190016502653,0.7494591360288093,0.6413093006006882,-0.2226368889218773,0.0001492029,-1.7061,37.5316,-2085.6559974820093,-0.0121430517,-0.1892,115.4938
339227,NIFTY,2023-01-05,2023-06-29,PE,18000,537.7,600.0,502.0,552.05,545.0,552.05,921,256.0,256.0,6301.0,161.0,CE,922.5,950.0,840.0,879.85,879.8,879.85,647,283.94,283.94,2804.0,245.0,18384.8,18327.8,18101.95,18120.3,17892.6,17992.15,0.021152,0.018047,327.7999999999993,PE,537.7,600.0,502.0,552.05,545.0,552.05,175,0.0385512607162457,0.142423938706403,0.2323110214004113,0.1336931591514458,-0.4006735184314189,0.0002109103,-2.0053,48.3779,-3785.520078076391,-0.0035784083,-0.0377,10.5498
339228,NIFTY,2023-01-05,2023-06-29,PE,19000,968.1,1070.05,927.0,1000.45,995.0,1000.45,381,191.41,191.41,2936.0,7.0,CE,420.0,440.0,377.0,394.1,391.45,394.1,913,183.15,183.15,3394.0,136.0,18384.8,18327.8,18101.95,18120.3,17892.6,17992.15,-0.032915,-0.03602,-672.2000000000007,CE,420.0,440.0,377.0,394.1,391.45,394.1,175,0.0385512607162457,0.1330692728775892,-0.3448540865939276,-0.436994546557363,0.3584156620589215,0.0002185234,-1.8138,46.8319,2960.5686853035345,0.0121187251,-0.1544,53.0365
339229,NIFTY,2023-01-05,2023-06-29,PE,20000,1595.45,1750.0,1595.45,1673.35,1671.65,1673.35,90,75.64,75.64,689.0,-15.0,CE,138.05,142.95,117.0,122.15,123.75,122.15,956,60.51,60.51,2807.0,-70.0,18384.8,18327.8,18101.95,18120.3,17892.6,17992.15,-0.084208,-0.087313,-1672.2000000000007,CE,138.05,142.95,117.0,122.15,123.75,122.15,175,0.0385512607162457,0.1213929173693448,-0.99672975581055,-1.0807852180584276,0.1565277695793079,0.0001546953,-1.0685,30.2438,1316.9043607885317,0.0212177596,-0.2626,268.386
339230,NIFTY,2023-01-05,2023-06-29,PE,21000,2452.45,2623.35,2452.45,2529.8,2529.8,2529.8,5,6.35,6.35,200.0,4.0,CE,41.05,42.85,38.0,40.3,42.0,40.3,112,2.27,2.27,1209.0,22.0,18384.8,18327.8,18101.95,18120.3,17892.6,17992.15,-0.132998,-0.136103,-2672.2000000000007,CE,41.05,42.85,38.0,40.3,42.0,40.3,175,0.0385512607162457,0.1243496777825459,-1.5376569018557864,-1.623759698237102,0.060929599824619,7.60912e-05,-0.5515,15.2386,516.0840601411954,0.0156797593,-0.201,305.9721
339231,NIFTY,2023-01-05,2023-09-28,PE,19000,1050.0,1059.55,1050.0,1059.55,1059.5,1059.55,15,7.89,7.89,35.0,-7.0,CE,684.75,685.0,626.0,635.55,641.1,635.55,32,10.61,10.61,107.0,12.0,18634.75,18576.0,18101.95,18120.3,17892.6,17992.15,-0.019411,-0.022569,-424.0,CE,684.75,685.0,626.0,635.55,641.1,635.55,266,0.0438204088440803,0.1331342703626436,-0.1417457388577475,-0.2553996141464161,0.4296966532192927,0.0001811931,-1.5674,60.6631,5353.917032276985,0.0073385188,-0.0482,16.4955
339232,NIFTY,2023-01-05,2023-12-28,PE,15000,142.95,158.0,142.0,147.05,149.0,147.05,153,11.41,11.41,1819.5,70.0,CE,3591.05,3597.0,3558.6,3590.05,3590.05,3590.05,12,21.46,21.46,392.0,9.0,18814.9,18771.05,18101.95,18120.3,17892.6,17992.15,0.226599,0.224266,3771.0499999999993,PE,142.95,158.0,142.0,147.05,149.0,147.05,357,0.0433299349066169,0.1819250737311884,1.3364318114481757,1.1565114829204304,-0.0869403439002413,4.63554e-05,-0.7726,29.0633,-1740.0318162532292,-0.0099523611,-0.0888,246.916
339233,NIFTY,2023-01-05,2023-12-28,PE,16000,268.0,287.65,250.0,276.4,274.0,276.4,371,50.9,50.9,4381.0,134.0,CE,2788.2,2892.85,2735.45,2778.95,2778.95,2778.95,15,20.97,20.97,513.0,1.0,18814.9,18771.05,18101.95,18120.3,17892.6,17992.15,0.16206,0.159727,2771.05,PE,268.0,287.65,250.0,276.4,274.0,276.4,357,0.0433299349066169,0.1750528037580535,1.0091795693024894,0.8360557809433895,-0.1499526462278661,7.07143e-05,-1.0912,42.6608,-3023.4164810617835,-0.0109753548,-0.0917,205.619
339234,NIFTY,2023-01-05,2023-12-28,PE,17000,468.1,508.95,454.0,488.5,485.0,488.5,543,131.14,131.14,7836.0,186.0,CE,2115.0,2115.0,2050.0,2090.05,2101.35,2090.05,24,24.92,24.92,775.0,4.0,18814.9,18771.05,18101.95,18120.3,17892.6,17992.15,0.101436,0.099102,1771.0499999999993,PE,468.1,508.95,454.0,488.5,485.0,488.5,357,0.0433299349066169,0.1692014936916066,0.6759013410240177,0.508564383517208,-0.2391965604436298,9.68773e-05,-1.3967,56.4909,-4869.349232364162,-0.0091462738,-0.0687,114.7635
339235,NIFTY,2023-01-05,2023-12-28,PE,18000,757.9,815.35,735.0,784.85,775.0,784.85,1086,425.78,425.78,10222.0,331.0,CE,1500.0,1528.0,1422.0,1460.25,1460.1,1460.25,376,274.12,274.12,3835.5,29.0,18814.9,18771.05,18101.95,18120.3,17892.6,17992.15,0.044277,0.041944,771.0499999999993,PE,757.9,815.35,735.0,784.85,775.0,784.85,357,0.0433299349066169,0.160648775190213,0.3434399418493613,0.1845614551350373,-0.3504618768956639,0.0001208755,-1.5709,66.9219,-7201.99868040048,-0.0041414786,-0.0188,26.4048
339236,NIFTY,2023-01-05,2023-12-28,PE,19000,1122.9,1195.0,1072.0,1135.75,1124.9,1135.75,391,223.48,223.48,4783.0,10.0,CE,937.8,960.0,881.0,906.8,895.55,906.8,394,179.57,179.57,3495.0,6.0,18814.9,18771.05,18101.95,18120.3,17892.6,17992.15,-0.00979,-0.012123,-228.9500000000008,CE,937.8,960.0,881.0,906.8,895.55,906.8,357,0.0433299349066169,0.1419211441776434,-0.0161952059940191,-0.1565524330753436,0.4730600396084068,0.000145119,-1.4719,70.978,7798.265419668922,0.0042175508,-0.0101,1.268
339237,NIFTY,2023-01-05,2023-12-28,PE,20000,1595.05,1695.0,1560.0,1633.2,1649.2,1633.2,151,123.57,123.57,1642.0,12.0,CE,483.05,500.0,413.3,474.2,469.0,474.2,810,191.62,191.62,3723.0,252.0,18814.9,18771.05,18101.95,18120.3,17892.6,17992.15,-0.061083,-0.063416,-1228.9500000000007,CE,483.05,500.0,413.3,474.2,469.0,474.2,357,0.0433299349066169,0.1296130524863213,-0.4306347693215921,-0.5588195352064771,0.3195339989552285,0.0001448473,-1.2254,64.7011,5402.653066561218,0.0150265143,-0.0857,120.1278
339238,NIFTY,2023-01-05,2023-12-28,PE,21000,2250.35,2370.5,2249.15,2282.65,2278.2,2282.65,31,35.4,35.4,253.0,26.0,CE,209.35,216.05,190.6,203.0,190.6,203.0,423,42.92,42.92,2222.0,-18.0,18814.9,18771.05,18101.95,18120.3,17892.6,17992.15,-0.109873,-0.112207,-2228.9500000000007,CE,209.35,216.05,190.6,203.0,190.6,203.0,357,0.0433299349066169,0.1188881552728936,-0.8955272385868603,-1.0131052915514722,0.1775656434841561,0.0001160231,-0.8258,47.5374,3061.4933507376527,0.0218210274,-0.1249,362.7691
